id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes
1402009001,Brazil,140,2009,South America,1,1,23,7,2009,25,7,2009,0,Sao Paulo,,50,indigenous people,"political behavior, process",,,,ignore,,,,,,,"agence france presse, july 24, 2009 friday, brazil natives protest office move with hostage crisis ;",occupying the national indian foundation funai building and taking hostages
1402009002,Brazil,140,2009,South America,1,2,16,11,2009,16,11,2009,0,outside the headquarters of the National Institute of Colonization and Agrarian Reform,,700,rural workers,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, november 16, 2009 monday, world news; political, brazilian rural workers occupy public building to claim farmland ;","more than 700 rural workers staged a protest in brazil s northern state of para on monday, demanding farmland in the amazon region, local media reported. some 350 rural workers from the federation of family agriculture workers gathered outside the headquarters of the national institute of colonization and agrarian reform in the morning. they were later joined by another 400 workers blocking the entrance to the building. the workers came from cities where local authorities recently ordered a return of 15 farms that had been occupied by the landless rural workers movement for over three years."
1402009003,Brazil,140,2009,South America,1,3,2,12,2009,8,12,2009,0,Brasilia,,150,brazilians,"political behavior, process",,,,arrests,accomodation,,,,,,"xinhua general news service, december 8, 2009 tuesday, world news; political, police remove protesters from brazil s federal district building ; xinhua general news service, december 10, 2009 thursday, world news; political, brazilian governo;",occupying the federal legislative building to demand resignation of corrupt bureaucrats; governor resigned after protest
1402010001,Brazil,140,2010,South America,1,1,17,3,2010,17,3,2010,0,Rio de Janeiro,,10000,brazilians,"political behavior, process",,,,ignore,,,,,,,"associated press online, march 17, 2010 wednesday, international news, brazil: protests over proposed oil law change ;",protesting against changes in an oil royalties law
1402010002,Brazil,140,2010,South America,1,2,12,4,2010,12,4,2010,0,Brasilia,,1000,"activists from the dam victims movement mab , indigenous groups, riverside populations from altamira par state","political behavior, process",,,,ignore,,,,,,,"ae brazil newswire, april 12, 2010 monday, brazil demonstrators protest against belo monte hydro plant ;",protesting the construction of the belo monte hydroelectric plant
1402010003,Brazil,140,2010,South America,1,3,19,5,2010,19,5,2010,1,the Brazilian Congress   Brasilia,,150,indians,"political behavior, process",,,,crowd dispersal,,,,,,,"xinhua general news service, may 19, 2010 wednesday, world news; science & technology, indigenous demonstrators clash with guards at brazilian congress ;","dozens of indian demonstrators on wednesday clashed with security guards of the brazilian congress, leaving several people light injured. about 150 indians from 12 ethnic groups claimed that their lands have been invaded by the army, arguing that they are not heard by the federal government in regard to their interests. the protestors said it was a peaceful movement, although some wooden and stone weapons were captured by the guards...the protest was seeking the revocation of a decree signed by president luiz inacio lula da silva last december, which allowed the occupation of indian reserves, indigenous leaders said. in addition, they were protesting against the construction of the belo monte hydroelectric dam, to be located in the xingu river in brazil s amazon region, which may result in the flooding of lands historically occupied by traditional communities."
1402010004,Brazil,140,2010,South America,1,4,27,5,2010,27,5,2010,0,in front of Brazil s Congress   Brasilia,,50,members of the landless workers movement and la via campesina,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, may 28, 2010 friday, world news; political, brazilian social movements protest against modern slavery ;",protesting against slave like working conditions
1402010005,Brazil,140,2010,South America,1,5,25,7,2010,26,7,2010,0,the Dardanelos plant in the city of Aripuana,,300,indians,"political behavior, process",,,,ignore,,,,,,,"associated press online, july 26, 2010 monday, international news, brazil indians free workers at hydroelectric site ;",blocking the construction site of an amazon hydroelectric plant
1402011001,Brazil,140,2011,South America,1,1,1,9,2011,1,9,2011,0,Rio de Janeiro,,20000,,removal of politician,,,,accomodation,,,,,,,"brazil takes on an centuries old foe: corruption; brazil is making strides in purging government corruption a 500 year old problem that persists today in latin america because of cultural acceptance, inequality, and prevalent drug money. the christian science monitor, december 25, 2011 sunday, sara miller llana, taylor barnes ;","article says this is 1 the largest of 30 similar protests that took place in the fall against corruption, six cabinet ministers have resigned this year after allegations of corruption"
1402011002,Brazil,140,2011,South America,1,2,27,10,2011,27,10,2011,0,Para State,,300,members of indigenous communities,land farm issue,,,,ignore,,,,,,,"brazilian amazon groups invade site of dam project. the new york times, october 28, 2011 friday, section a; column 0; foreign desk; pg. 6, by alexei barrionuevo; inside the times. the new york times, october 28, 2011 friday, section a; column 0; metropolitan desk; pg. 2;",protesting construction of a dam; meant to be a prolonged sit in camp in but only lasted 1 day; requested a brazilian official attend in an attempt to restart negotiations
1402011003,Brazil,140,2011,South America,1,3,10,11,2011,10,11,2011,0,Rio de Janeiro,,1000s,,"political behavior, process",,,,ignore,,,,,,,"brazil: thousands protest over oil revenues. the new york times, november 11, 2011 friday, section ; column 0; foreign desk; world briefing the americas;","against oil legislation, lawmakers continue to wrangle over a proposal to distribute the proceeds of brazil s booming energy industry more widely among states, organized by gov t of rio state"
1402012001,Brazil,140,2012,South America,1,1,1,2,2012,10,2,2012,0,Northeast Brazil,,>50,police officers,labor wage dispute,,,,ignore,,,,,,,"inside the times. the new york times, february 10, 2012 friday, section a; column 0; metropolitan desk; pg. 2;","10 day police strike, fears it will spread to rio"
1402012002,Brazil,140,2012,South America,1,2,24,5,2012,24,5,2012,0,Rio de Janeiro,,>50,,land farm issue,"political behavior, process",,,accomodation,,,,,,,"in brazil, a showdown over rainforest deforestation; brazil s president is scheduled to sign a reform package today that could retroactively legalize the deforestation of millions of acres in the amazon. the christian science monitor, may 25, 2012 friday, taylor barnes;",1 in a series of protests against new reforms to 1965 forest law; president plans on signing reform but with amendments in response to environmental concerns
1402012003,Brazil,140,2012,South America,1,3,26,11,2012,26,11,2012,0,Rio de Janeiro,,10000s,,"political behavior, process",,,,accomodation,,,,,,,"oil royalties bill ignites protest and divides parts of brazil. the new york times, november 27, 2012 tuesday, section a; column 0; foreign desk; pg. 14, by simon romero; taylor barnes and lis horta moriconi;",protesting over oil revenue sharing proposals; gov t indicates compromise can be reached
1402013001,Brazil,140,2013,South America,1,1,1,3,2013,1,3,2013,0,Rio de Janeiro,,>50,,"political behavior, process",,,,crowd dispersal,,,,,,,"samba spirit fading fast as world cup deadlines slip. the times london , april 29, 2013 monday, news; pg. 30, james hider;","articles depicts multiple protests at the site of maracana stadium, but this is the only 1 that has information provided by the article; police used tear gas & rubber bullets"
1402013002,Brazil,140,2013,South America,1,2,10,6,2013,10,6,2013,0,"Rio de Janeiro, Sao Paulo, Porto Alegre, Goi nia, Natal",,1000s,"university students, leftist activists, free fare movement","price increases, tax policy",,,,ignore,,,,,,,"bus fare protests hit brazil s 2 biggest cities. the new york times, june 14, 2013 friday, section a; column 0; foreign desk; pg. 8,by simon romero; taylor barnes; riots over fare rises. the times london , june 15, 2013 saturday, news; pg. 36;",protesting bus fares
1402013003,Brazil,140,2013,South America,1,3,11,6,2013,11,6,2013,1,"Rio de Janeiro, Sao Paulo, Porto Alegre, Goi nia, Natal",,1000s,"university students, leftist activists, free fare movement","price increases, tax policy",,,,crowd dispersal,,,,,,,"bus fare protests hit brazil s 2 biggest cities. the new york times, june 14, 2013 friday, section a; column 0; foreign desk; pg. 8,by simon romero; taylor barnes; riots over fare rises. the times london , june 15, 2013 saturday, news; pg. 36;","protesting bus fares, a second night of protest related to protest 2, went home during the day & come back out at night; police use tear gas & rubber bullets in response this time"
1402013004,Brazil,140,2013,South America,1,4,12,6,2013,12,6,2013,0,"Rio de Janeiro, Sao Paulo, Porto Alegre, Goi nia, Natal",,1000s,"university students, leftist activists, free fare movement","price increases, tax policy",,,,ignore,,,,,,,"bus fare protests hit brazil s 2 biggest cities. the new york times, june 14, 2013 friday, section a; column 0; foreign desk; pg. 8,by simon romero; taylor barnes; riots over fare rises. the times london , june 15, 2013 saturday, news; pg. 36;","protesting bus fares, a second night of protest related to protest 2, went home during the day & come back out at night"
1402013005,Brazil,140,2013,South America,1,5,13,6,2013,13,6,2013,0,"Rio de Janeiro, Sao Paulo, Porto Alegre, Goi nia, Natal",,1000s,"university students, leftist activists, free fare movement","price increases, tax policy",,,,arrests,,,,,,,"bus fare protests hit brazil s 2 biggest cities. the new york times, june 14, 2013 friday, section a; column 0; foreign desk; pg. 8,by simon romero; taylor barnes; riots over fare rises. the times london , june 15, 2013 saturday, news; pg. 36;","protesting bus fares, a second night of protest related to protest 2, went home during the day & come back out at night; arrests in sao paulo"
1402013006,Brazil,140,2013,South America,1,6,14,6,2013,14,6,2013,0,"Rio de Janeiro, Sao Paulo, Porto Alegre, Goi nia, Natal",,1000s,"university students, leftist activists, free fare movement","price increases, tax policy",,,,arrests,,,,,,,"bus fare protests hit brazil s 2 biggest cities. the new york times, june 14, 2013 friday, section a; column 0; foreign desk; pg. 8,by simon romero; taylor barnes; riots over fare rises. the times london , june 15, 2013 saturday, news; pg. 36;","protesting bus fares, a second night of protest related to protest 2, went home during the day & come back out at night; arrests in sao paulo"
1402013007,Brazil,140,2013,South America,1,7,16,6,2013,16,6,2013,0,Rio de Janeiro,,100s,,"price increases, tax policy",,,,crowd dispersal,,,,,,,"brazilians stage largest protests in 20 years, bearing a multitude of complaints; hundreds of thousands are demonstrating in more than 20 cities across brazil in a show of frustration over poor public services, preparations for mega events like the olympics, and the police s harsh response to previous protests. the christian science monitor, june 18, 2013 tuesday, world, taylor barnes;",related to above protests; separate event at a soccer stadium; carried turkish flags in solidarity
1402013008,Brazil,140,2013,South America,1,8,17,6,2013,17,6,2013,1,nationwide,,240000,,"price increases, tax policy",police brutality,land farm issue,,crowd dispersal,shootings,accomodation,,,,,"brazilians stage largest protests in 20 years, bearing a multitude of complaints; hundreds of thousands are demonstrating in more than 20 cities across brazil in a show of frustration over poor public services, preparations for mega events like the olympics, and the police s harsh response to previous protests. the christian science monitor, june 18, 2013 tuesday, world, taylor barnes; thousands gather for protests in brazil s largest cities. the new york times, june 18, 2013 tuesday, section a; column 0; foreign desk; pg. 5, by simon romero; paula ramon and taylor barnes; violence spreads across brazil as anger grows at world cup costs. the times london , june 18, 2013 tuesday, news; pg. 31, james hider; world digest: june 17, 2013. the washington post, june 18, 2013 tuesday, a section; pg. a07; we don t want this ruinous world cup, say demonstrators. the times london , june 19, 2013 wednesday, news; pg. 26,27, james hider; brazil demonstrators maintain pressure on government. the washington post, june 19, 2013 wednesday, a section; pg. a09, bradley brooks; brazil s president meets protests with an anti erdogan response; protests have popped up across the globe in recent years, but government response has varied. rousseff s approach contrasted with the adversarial position of turkey s erdogan, for example. the christian science monitor, june 20, 2013 thursday, world, taylor barnes ;",article says that the earliest of these protests began in april but are more frequent recently; police response to previous protests said to bring more people out for this protest
1402013009,Brazil,140,2013,South America,1,9,18,6,2013,19,6,2013,1,nationwide,,1000s,,removal of politician,"price increases, tax policy","political behavior, process",,accomodation,,,,,,,"protests grow as brazilians blame leaders. the new york times, june 19, 2013 wednesday, section a; column 0; foreign desk; pg. 1, by simon romero; paula ramon and taylor barnes; we don t want this ruinous world cup, say demonstrators. the times london , june 19, 2013 wednesday, news; pg. 26,27, james hider; brazil demonstrators maintain pressure on government. the washington post, june 19, 2013 wednesday, a section; pg. a09,bradley brooks; brazil s president meets protests with an anti erdogan response; protests have popped up across the globe in recent years, but government response has varied. rousseff s approach contrasted with the adversarial position of turkey s erdogan, for example. the christian science monitor, june 20, 2013 thursday, world, taylor barnes; mayor axes fare rise that provoked nationwide riots. the times london , june 20, 2013 thursday, news; pg. 34, james hider;","minor violence at one event, culmination of previous protests, protesting against bus fare hikes, gov t corruption, spending on the world cup & olympics instead of social welfare, protesting basically everything"
1402013010,Brazil,140,2013,South America,1,10,19,6,2013,19,6,2013,0,Sao Paulo,,200,,"political behavior, process",,,,crowd dispersal,,,,,,,"brazil s two biggest cities undo controversial transit fare hikes. the washington post, june 20, 2013 thursday, a section; pg. a13, bradley brooks;",separate group blocked a highway to the port even after concessions announced
1402013011,Brazil,140,2013,South America,1,11,19,6,2013,19,6,2013,1,Fortaleza,,15000,,"political behavior, process",removal of politician,"price increases, tax policy",,crowd dispersal,,,,,,,"elite police sent to football matches as riots spread; brazil. the times london , june 20, 2013 thursday, news; pg. 34, james hider; brazil s two biggest cities undo controversial transit fare hikes. the washington post, june 20, 2013 thursday, a section; pg. a13, bradley brooks;","claims it s an outgrowth of previous protests, protesters throwing rocks"
1402013012,Brazil,140,2013,South America,1,12,20,6,2013,21,6,2013,1,nationwide,,>1000000,,removal of politician,"political behavior, process",,,crowd dispersal,accomodation,,,,,,"protests turning violent in brazil. the washington post, june 21, 2013 friday, a section; pg. a08, jenny barchfield;marco sibaja; the washington post, june 21, 2013 friday, a section; pg. a01; brazil seeks answers to protesters concerns while rebuking some for unrest. the new york times, june 22, 2013 saturday, section a; column 0; foreign desk; pg. 7, by simon romero and william neuman; paula ram n; brazil in turmoil as slum dwellers join the protests; brazil. the times london , june 22, 2013 saturday, news; pg. 30,31, james hider;",police used tear gas & rubber bullets; protesting gov t corruption and demanding better public services
1402013013,Brazil,140,2013,South America,1,13,22,6,2013,24,6,2013,0,nationwide,,250000,,"political behavior, process",,,,ignore,accomodation,,,,,,"despite assurances by brazil s president, protesters stage another day of demonstrations. the new york times, june 23, 2013 sunday, section a; column 0; foreign desk; pg. 8, by william neuman and simon romero; paula ram n; brazil, fortune and fate turn on billionaire. the new york times, june 24, 2013 monday, section a; column 0; business financial desk; pg. 1, by peter lattman and simon romero; protesters criticise pel after his plea to forget this commotion about world cup. the times london , june 24, 2013 monday, news; pg. 31, james hider; responding to protests, brazil s leader proposes changes to system. the new york times, june 25, 2013 tuesday, section a; column 0; foreign desk; pg. 9, by simon romero;","another round of demonstrations unfolded in cities throughout brazil on saturday ; dismissed concessions by gov t b c don t address broad demands; all articles mention that this round of protests is smaller than the previous mass protest, gov t offers to hold a constitution convention; 250000 at it s max size, much smaller by monday june 24"
1402013014,Brazil,140,2013,South America,1,14,26,6,2013,26,6,2013,1,nationwide,,100000,,removal of politician,,,,crowd dispersal,,,,,,,"huge crowds protest at brazil football match. the times london , june 27, 2013 thursday, news; pg. 32, james hider;",protesting that no corrupt officials have faced trial
1402013015,Brazil,140,2013,South America,1,15,27,6,2013,27,6,2013,1,nationwide,,1000s,,removal of politician,"political behavior, process",,,crowd dispersal,arrests,,,,,,"brazil police buy tear gas meant for angola as own stocks run out; brazil. the times london , june 29, 2013 saturday, news; pg. 45, james hider;","fresh protests again on thurs june 27; in one town a van was set ablaze, one protester died from falling off a bridge,"
1402013016,Brazil,140,2013,South America,1,16,30,6,2013,30,6,2013,1,Rio de Janeiro,,1000s,,removal of politician,"political behavior, process",,,crowd dispersal,,,,,,,"brazil wins on the soccer field, but can protesters win on the streets?; brazil overtook spain to win the confederations cup the primer for the world cup while protests heated up outside the maracan stadium. the christian science monitor, july 1, 2013 monday, world, andrew downie; brazilian police break up a protest. the new york times, july 1, 2013 monday, section a; column 0; foreign desk; pg. 9, by simon romero; taylor barnes;","protesters use molotov cocktails, originally peaceful but a small group started throwing rocks, etc.; police used tear gas & rubber bullets"
1402013017,Brazil,140,2013,South America,1,17,11,7,2013,11,7,2013,1,nationwide,,1000s,"eight main labor union federations, landless rural workers movement","political behavior, process",,,,crowd dispersal,,,,,,,"brazil s workers take to streets in one day strike. the new york times, july 12, 2013 friday, section a; column 0; foreign desk; pg. 3, by larry rohter;","labor union organized, trying to build off of previous month s mass demonstrations, largely peaceful but violence escalated in rio on a highway blockade & in front of congress later in the night; attempted to coordinate nationally but not effective in some places & mixed demands across regions"
1402013018,Brazil,140,2013,South America,1,18,18,7,2013,18,7,2013,0,Leblon,,>50,,"political behavior, process",police brutality,removal of politician,,crowd dispersal,arrests,,,,,,"brazil could be wrong choice for world cup, says blatter. the times london , july 19, 2013 friday, news; pg. 27, james hider;","renewed protests over money spent on world cup & olympics rather than welfare services, protesting police brutality & rio state governor s corruption"
1402013019,Brazil,140,2013,South America,1,19,22,7,2013,22,7,2013,1,Rio de Janeiro,,1000s,,"political behavior, process",,,,crowd dispersal,beatings,,,,,,"will pope francis get caught up in brazil s protests?; pope francis arrived in brazil after more than a month of bitter protests against government corruption and public spending. his visit for world youth day is expected to cost 60 million. the christian science monitor, july 23, 2013 tuesday, world, taylor barnes; with modesty, pope francis begins a week in brazil. the new york times, july 23, 2013 tuesday, section a; column 0; foreign desk; pg. 3, by simon romero; taylor barne; brazil visit poses huge social challenge for pope; brazil. the times london , july 24, 2013 wednesday, news; pg. 26,27, james hider;","renewed protests over the massive public spending on global media grabbing events while schools, hospitals & other welfare services suffer; reports of molotov cocktails thrown by protester toward police"
1402013020,Brazil,140,2013,South America,1,20,15,8,2013,15,9,2013,1,Rio de Janeiro,,>50,slum dwellers,police brutality,,,,crowd dispersal,,,,,,,"rio resignation and riots raise new fears of sporting shambles. the times london , august 16, 2013 friday, news; pg. 29, james hider;",riot police & slum dwellers clashed as police were blamed for the death of a 14 year old boy
1402013021,Brazil,140,2013,South America,1,21,7,9,2013,7,9,2013,0,nationwide,,1000s,,"political behavior, process",removal of politician,social restrictions,labor wage dispute,crowd dispersal,arrests,,,,,,"protests fill city streets across brazil. the new york times, september 8, 2013 sunday, section a; column 0; foreign desk; pg. 12, by simon romero; paula ramon contributed reporting from s o paulo, brazil; lucy jordan from bras lia; and taylor barnes; protests over world cup. the times london , september 9, 2013 monday, news; pg. 28, dom phillips;","organized to challenge the military parades commemorating brazil s independence; continued ire over corruption in the gov t; supported a teachers strike and demanded demilitarisation of brazil s street police; police used tear gas, rubber bullets & stun grenades, arrested over 500 protesters"
1402013022,Brazil,140,2013,South America,1,22,8,10,2013,8,10,2013,1,"Rio de Janeiro, Sao Paulo",,10000s,teachers,labor wage dispute,,,,crowd dispersal,,,,,,,"brazil in flames as anarchists hijack protest by teachers. the times london , october 9, 2013 wednesday, news; pg. 32,33, james hider; brazilian anarchists promise to disrupt absurd world cup. the times london , october 14, 2013 monday, news; pg. 30, james hider;",teachers protesting and anarchists hijacked w violence; reportedly part of an on going two month campaign by teachers; teachers reportedly peaceful & anarachists were violent; anarchists are part of black bloc a european based global anti gov t movement; battle w anarchists grows in size & lasts two days
1402013023,Brazil,140,2013,South America,1,23,19,10,2013,21,10,2013,1,nationwide,,36000,national oil workers federation,"political behavior, process",,,,ignore,,,,,,,"strike starts over auction of brazil s oil riches. the times london , october 19, 2013 saturday, news; pg. 55, james hider; brazil: consortium wins oil rights the new york times, october 22, 2013 tuesday, section a; column 0; foreign desk; world briefing the americas; pg. 6, by simon romero; bloodshed fails to halt oil auction. the times london , october 22, 2013 tuesday, business; pg. 37 ;",open ended strike; about 90 of the oil workers union; against a policy that allows foreign companies to bid on oil production contracts; 300 oil union workers turned violent on the third day of strikes on monday oct. 21 when auction occurred
1402014001,Brazil,140,2014,South America,1,1,11,4,2014,11,4,2014,0,Rio de Janeiro,100-999,100s,protesters,"political behavior, process",,,,crowd dispersal,,,,,,,"squatters, police clash in rio eviction the washington post, april 12, 2014 saturday, a section; pg. a06, 405 words, dom phillips;","? rio de janeiro squatters occupying a complex of abandoned buildings in rio de janeiro clashed with police friday after a court ruling that allowed the premises to be cleared. hundreds of police moved into the area early in the morning, and brazilian media reported that most of the 5,000 squatters left peacefully. but fighting soon broke out when some of the residents began throwing rocks at the police, who responded by firing rubber bullets, tear gas and percussion grenades? television showed images of demonstrators shouting, we want houses, but police said the situation was calm by afternoon.? ?"
1402014002,Brazil,140,2014,South America,1,2,22,4,2014,22,4,2014,1,Rio de Janeiro,50-99,50+,protesters,police brutality,,,,crowd dispersal,,,,,,,"brazil: violence erupts in rio the new york times, april 23, 2014 wednesday, section a; column 0; foreign desk; world briefing; pg. 9, 176 words, by taylor barnes;","? at least two people died tuesday after a day of violence in a slum that abuts the copacabana tourist district of rio de janeiro. local news media reported that the deaths occurred in the slum, or favela, called pav o pav ozinho. the disturbances began after a young man who was a dancer on a television variety show was found dead and residents charged that he had been killed by a police officer, according to the reports. the police said that they were investigating, but that marks on the man s body indicated that he could have fallen to his death. a protest turned violent, and several officers became trapped in the favela. an elite squad then arrived. copacabana residents reported hearing gunshots and what sounded like small explosions. a second man was later found fatally shot. separately, a police officer was shot in another favela in the north of the city. the violence comes less than two months before rio and other cities in brazil are to host the world cup.? ?"
1402014003,Brazil,140,2014,South America,1,3,15,5,2014,15,5,2014,0,Sao Paulo,2000-4999,1000s,teachers,labor wage dispute,"political behavior, process",,,ignore,,,,,,,"thousands protest at world cup waste the times london , may 17, 2014 saturday, news; pg. 42, 431 words, james hider;","? across the city, thousands of teachers blocked streets, demanding pay rises and better materials for state schools. they said that if their conditions were not met, they would join the protests. people are dying of dengue fever and the government is doing nothing, said monica ferreira, a 42 year old english teacher. we feel like we are lost; the government is not helping us."
1402014004,Brazil,140,2014,South America,1,4,15,5,2014,15,5,2014,0,Sao Paulo,2000-4999,1000s,homeless people,"political behavior, process",,,,ignore,,,,,,,"thousands protest at world cup waste the times london , may 17, 2014 saturday, news; pg. 42, 431 words, james hider;","? thousands of homeless people marched on sao paulo s world cup stadium, which is still not finished, despite hosting the opening match next month.? ?"
1402014005,Brazil,140,2014,South America,1,5,15,5,2014,15,5,2014,1,National,2000-4999,1000s,protesters,"price increases, tax policy","political behavior, process",,,crowd dispersal,,,,,,,"fury at world cup s cost erupts in brazil the washington post, may 16, 2014 friday, a section; pg. a12, 523 words, dom phillips world cup protests; in the news the times london , may 17, 2014 saturday, news; front page; teasers; pg. 1, 33 words;","? rio de janeiro protests and strikes gripped several world cup host cities thursday as unrest spread less than a month before the soccer tournament begins. about 1,000 people gathered for a world cup demonstration in central rio, playing musical instruments and holding up afternoon rush hour traffic as hundreds of riot police stood by. by early evening, the number of protesters had more than doubled as striking teachers and university administration workers joined in. we are against the cup for the spending and for forgetting health and education, said striking teacher eduardo douglas.? ? ? riot police stood by as the protesters set piles of tires aflame, sending plumes of black smoke over the area.? ? ? a similar demonstration in sao paulo, brazil s biggest city, ended in violence after conflict broke out between protesters and police, who used tear gas. a crowd of 2,000 also protested against the world cup in the center of belo horizonte, local media reported.? ?"
1402014006,Brazil,140,2014,South America,1,6,18,5,2014,19,5,2014,1,Aracuju,100-999,50+,prisoners,"political behavior, process",,,,crowd dispersal,,,,,,,"prisoners take 120 hostages after riot by rival jail gangs the times london , may 19, 2014 monday, news; pg. 34, 223 words, james hider;","? rioting prisoners in a jail in northeastern brazil have seized more than 120 hostages, many of them relatives who were visiting inmates, but also guards, officials said. the riot took place in the advogado jacinto filho prison in the northeastern city of aracuju, and may be linked to demands from some inmates to be moved to another facility, a common demand when rival gangs go to war. police have surrounded the wing and negotiations to secure the hostages release have started. one of four guards being held was released last night. we don t believe that the inmates will hurt their own relatives, said mauricio iunes, the head of the region s military police, though he said they were being threatened violence is common in brazil s overcrowded, gang infested jails, in some of which the incarcerated leaders of drugs cartels still run their enterprises. brazil has more than half a million people in jail, and activists say the authorities need to create 200,000 places just to accommodate inmates in overcrowded prisons that breed violence, gang wars, drug addiction and disease.? ? demands seem to be linked to the overcrowding of prisons in the country."
1402014007,Brazil,140,2014,South America,1,7,12,6,2014,12,6,2014,1,Sao Paulo,50-99,50+,protesters,"price increases, tax policy","political behavior, process",,,crowd dispersal,,,,,,,"tv producer in hospital after protesters and police clash before opener; in association with the times london , june 13, 2014 friday, the game;sport; pg. 2,3, 318 words, james hider;","? at least five people were injured yesterday in street fights between anti world cup protesters and police in sao paulo, only hours before brazil kicked off against croatia in the opening match of the tournament. a heavy police presence that included mounted officers fired tear gas and sound bombs at protesters and press covering what began as a small sit down protest of about 30 people. a film crew from cnn, the american cable news channel, was hit and a female producer from canada suffered serious lacerations to an arm and had to be hospitalised. in rio de janeiro, the itv studios were attacked by stonethrowing protesters and the windows were cracked. the clashes in sao paulo started about five miles from the stadium, but protesters regrouped outside the headquarters of the city s metro union, whose workers had called off a strike that could have dealt a serious blow to the 60,000 fans headed for the stadium in the north of the city.? ?"
1402014008,Brazil,140,2014,South America,1,8,13,7,2014,13,7,2014,0,Rio de Janeiro,50-99,50+,protesters,"price increases, tax policy",,,,crowd dispersal,,,,,,,"teargas and pepper spray for protesters the times london , july 14, 2014 monday, news; pg. 3, 348 words, james hider;","? tens of thousands of security officers flooded the area around the maracana stadium in rio de janeiro yesterday as germany defeated argentina in the world cup final? as well as quelling anti world cup protests, the massive security force of 26,000 was deployed to contain animosity between brazil and argentina supporters, who nurse one of the deepest rivalries in the game? brazilian demonstrators also latched on to the star s much publicised injury in protest at the country s inadequate health services, chanting, they call me neymar and they take care of my health.? ?"
1402014009,Brazil,140,2014,South America,1,9,25,8,2014,26,8,2014,1,Parana,100-999,700,prisoners,"political behavior, process",,,,crowd dispersal,accomodation,,,,,,"prisoners beheaded and thrown from roof as riot explodes the times london , august 26, 2014 tuesday, news; pg. 26,27, 636 words, james hider brazil: prison revolt ends in deal to move some inmates the new york times, august 27, 2014 wednesday, section a; column 0; foreign desk; pg. 10, 578 words, by simon romero;","? two prisoners were beheaded by fellow inmates during a riot at a jail in brazil, and two more died after being thrown from its rooftop, officials said yesterday. the riot began after breakfast on sunday when a group of inmates in the cascavel prison in the southern city of parana seized a number of prisoners and two guards as hostages, apparently in protest at their wretched living conditions? about 700 prisoners more than half of the jail s population were believed to have joined the uprising, one of the largest in recent years? the prisoners say the food is bad, there are no lawyers to work their trials, no basic hygiene materials, few correctional officers, the union added in a statement. all these factors together are a tragedy waiting to happen.? ?? ?"
1402015001,Brazil,140,2015,South America,1,1,9,1,2015,9,1,2015,1,"Rio de Janeiro, Sao Paulo, Salvador, Belo Horizonte, Osasco",>10000,12000,"free pass movement, clowns, anarchists, youth, protesters","price increases, tax policy",,,,crowd dispersal,arrests,beatings,,,,.,"1 in brazil, unrest simmers and violence erupts. the washington post, january 13, 2015 tuesday, a section; pg. a06, dom phillips; 2 the media doesn t care what happens here . the new york times, february 22, 2015 sunday, section mm; column 0; magazine desk; pg. 154, by matthew shaer;","1 at 9 p.m. friday, on a dark, cobbled street in the city center, the violence that had been threatening to break out finally spluttered. amid chants of fascist! two riot police in full armor were cornered in an alleyway. something was thrown. glass shattered. the boom and hiss of a tear gas grenade sent the crowd running before it fizzled out. the protest was over a bus fare increase. in its last hours, tension had flared and been damped again and again. as many as 2,000 demonstrators had passed by rio s central station... inside the station concourse, a troupe of clowns in black and white face paint and anarchist insignia beat out frenzied rhythms on tin cans while masked youths leaped up and down, taunting a line of riot police with the chant look at me, here again! in sao paulo the same night, violence flared toward the end of a march by 5,000 to 10,000 people; 51 were arrested. windows were broken, tear gas and rubber bullets were fired...there have also been small, localized protests in salvador, belo horizonte and even in smaller towns such as osasco...friday s marches were organized by the free pass movement a nonparty organization that plans more acts this friday. ; 2 the plan was to march from the square in front of the city hall to the main train station, central do brasil, and back again, a round trip of several miles. helicopters, belonging to the police and to local news networks, hovered overhead. more protesters arrived, and so did more police officers, some of them in riot gear, wearing armor and carrying shotguns and assault rifles...i watched the first demonstrators make their way through the entrance of the train terminal. inside the concourse, the police were waiting. protesters hurled glass bottles against the wall. out on the main boulevard, a man wrapped his fist in a brazilian flag and punched out the window of a passing car, then disappeared under a police baton...a riot police officer had a girl in a chokehold, her feet aloft and kicking, her face a mask of panic; she couldn t have been older than 18. as he hauled her away from the crowd, he lost his balance and toppled backward, the girl falling on top of him. protesters pressed in, and the police pushed them back. ribeiro nosed his lens into the scrum. one officer, hidden behind a plastic riot helmet, leveled his shotgun at the chest of a demonstrator. run! someone yelled as stun grenades scattered around us..."
